time	I(L13)	I(L17)	I(L18)	I(L18)+I(L19)	I(L19)	I(L21)	I(L22)	I(R2)	I(R10)	I(R30)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	2.947661e-022	2.947661e-022	-1.355253e-020	-6.776264e-021	-2.671514e-020
2.823107199787331e-010	9.231543e-018	9.231543e-018	8.910624e-018	1.782125e-017	8.910624e-018	1.224075e-018	1.615668e-018	1.878640e-018	1.464396e-018	1.649804e-018
5.823107199787321e-010	7.427521e-018	7.427521e-018	7.183346e-018	1.436669e-017	7.183346e-018	4.023304e-018	4.403579e-018	2.077656e-018	1.606082e-018	1.864081e-018
8.823107199787310e-010	6.302966e-018	6.302966e-018	5.992459e-018	1.198492e-017	5.992459e-018	5.257873e-018	5.693669e-018	2.178607e-018	1.857022e-018	2.112915e-018
1.000000000000000e-009	5.771741e-018	5.771741e-018	5.827652e-018	1.165530e-017	5.827652e-018	6.532080e-018	7.001647e-018	2.566720e-018	2.181817e-018	2.390148e-018
1.179500000000018e-009	5.068638e-018	5.068638e-018	5.742919e-018	1.148584e-017	5.742919e-018	6.410759e-018	6.920531e-018	2.423460e-018	1.888520e-018	2.278530e-018
1.479500000000048e-009	5.006530e-018	5.006530e-018	4.460328e-018	8.920657e-018	4.460328e-018	6.812689e-018	7.230344e-018	2.627960e-018	2.027256e-018	2.472799e-018
1.779500000000078e-009	4.611266e-018	4.611266e-018	4.501684e-018	9.003369e-018	4.501684e-018	7.541466e-018	8.029838e-018	2.755905e-018	2.166087e-018	2.661267e-018
2.079500000000063e-009	4.064424e-018	4.064424e-018	3.789467e-018	7.578935e-018	3.789467e-018	6.241708e-018	6.768917e-018	2.942460e-018	2.287218e-018	2.800204e-018
2.379500000000031e-009	4.411650e-018	4.411650e-018	3.219228e-018	6.438457e-018	3.219228e-018	6.214712e-018	6.624278e-018	3.143369e-018	2.427507e-018	2.906232e-018
2.679499999999999e-009	3.924500e-018	3.924500e-018	3.068390e-018	6.136780e-018	3.068390e-018	6.379335e-018	6.661905e-018	3.387112e-018	2.548034e-018	3.090975e-018
2.979499999999967e-009	3.616850e-018	3.616850e-018	3.487536e-018	6.975071e-018	3.487536e-018	6.052170e-018	6.412790e-018	3.483472e-018	2.591465e-018	3.220250e-018
3.279499999999935e-009	3.149336e-018	3.149336e-018	2.366120e-018	4.732240e-018	2.366120e-018	5.442848e-018	5.866322e-018	3.568270e-018	2.679145e-018	3.369814e-018
3.579499999999903e-009	2.989273e-018	2.989273e-018	2.495997e-018	4.991994e-018	2.495997e-018	5.563459e-018	6.027103e-018	3.738745e-018	2.795045e-018	3.505543e-018
3.879499999999935e-009	2.635246e-018	2.635246e-018	3.186580e-018	6.373160e-018	3.186580e-018	5.605122e-018	6.060718e-018	3.997615e-018	2.852593e-018	3.638562e-018
3.892071428571376e-009	2.692152e-018	2.692152e-018	2.930929e-018	5.861857e-018	2.930929e-018	5.734153e-018	6.191651e-018	3.982443e-018	2.882634e-018	3.649785e-018
3.904642857142817e-009	2.755805e-018	2.755805e-018	2.734601e-018	5.469201e-018	2.734601e-018	5.829797e-018	6.288854e-018	3.973278e-018	2.909241e-018	3.658711e-018
3.917214285714258e-009	2.826204e-018	2.826204e-018	2.597596e-018	5.195193e-018	2.597596e-018	5.892055e-018	6.352325e-018	3.970121e-018	2.932414e-018	3.665339e-018
3.929785714285698e-009	2.903349e-018	2.903349e-018	2.519916e-018	5.039832e-018	2.519916e-018	5.920927e-018	6.382065e-018	3.972971e-018	2.952154e-018	3.669670e-018
3.942357142857139e-009	2.987241e-018	2.987241e-018	2.501559e-018	5.003119e-018	2.501559e-018	5.916413e-018	6.378074e-018	3.981828e-018	2.968461e-018	3.671704e-018
3.954928571428580e-009	3.077879e-018	3.077879e-018	2.542526e-018	5.085053e-018	2.542526e-018	5.878512e-018	6.340352e-018	3.996693e-018	2.981333e-018	3.671439e-018
3.967500000000021e-009	3.175263e-018	3.175263e-018	2.642817e-018	5.285634e-018	2.642817e-018	5.807226e-018	6.268899e-018	4.017565e-018	2.990772e-018	3.668877e-018
3.982071428571436e-009	3.184048e-018	3.184048e-018	2.502894e-018	5.005787e-018	2.502894e-018	5.737777e-018	6.200284e-018	4.009430e-018	2.969900e-018	3.671550e-018
3.996642857142852e-009	3.173008e-018	3.173008e-018	2.435047e-018	4.870095e-018	2.435047e-018	5.709203e-018	6.171234e-018	4.003341e-018	2.955457e-018	3.677733e-018
4.011214285714267e-009	3.142144e-018	3.142144e-018	2.439279e-018	4.878557e-018	2.439279e-018	5.721503e-018	6.181749e-018	3.999297e-018	2.947442e-018	3.687429e-018
4.025785714285682e-009	3.091455e-018	3.091455e-018	2.515587e-018	5.031174e-018	2.515587e-018	5.774677e-018	6.231829e-018	3.997299e-018	2.945855e-018	3.700636e-018
4.040357142857098e-009	3.020942e-018	3.020942e-018	2.663973e-018	5.327946e-018	2.663973e-018	5.868725e-018	6.321474e-018	3.997346e-018	2.950697e-018	3.717354e-018
4.054928571428513e-009	2.930604e-018	2.930604e-018	2.884437e-018	5.768873e-018	2.884437e-018	6.003647e-018	6.450683e-018	3.999440e-018	2.961968e-018	3.737585e-018
4.069499999999929e-009	2.820441e-018	2.820441e-018	3.176978e-018	6.353955e-018	3.176978e-018	6.179443e-018	6.619458e-018	4.003579e-018	2.979666e-018	3.761326e-018
4.173499999999961e-009	3.007664e-018	3.007664e-018	2.584988e-018	5.169977e-018	2.584988e-018	5.798573e-018	6.183307e-018	4.085435e-018	2.966669e-018	3.755555e-018
4.473500000000053e-009	2.742503e-018	2.742503e-018	2.055184e-018	4.110369e-018	2.055184e-018	5.710851e-018	5.933099e-018	4.147624e-018	3.013029e-018	3.899927e-018
4.773500000000145e-009	3.485806e-018	3.485806e-018	2.040934e-018	4.081869e-018	2.040934e-018	5.252174e-018	5.365255e-018	4.196506e-018	3.094143e-018	3.977884e-018
5.073500000000237e-009	1.401221e-017	1.401221e-017	1.246556e-017	2.493112e-017	1.246556e-017	2.746814e-018	2.903242e-018	6.101621e-018	4.468048e-018	5.571976e-018
5.373500000000329e-009	1.474303e-017	1.474303e-017	1.248894e-017	2.497787e-017	1.248894e-017	6.080014e-018	6.528929e-018	6.952966e-018	5.165610e-018	6.376821e-018
5.673500000000421e-009	9.072603e-018	9.072603e-018	9.051701e-018	1.810340e-017	9.051701e-018	9.561028e-018	1.011541e-017	6.627838e-018	4.889539e-018	6.150353e-018
5.973500000000513e-009	1.452179e-017	1.452179e-017	1.270942e-017	2.541884e-017	1.270942e-017	9.159366e-018	9.707984e-018	7.812072e-018	5.675666e-018	7.206128e-018
5.998500000000521e-009	1.526965e-017	1.526965e-017	1.372408e-017	2.744818e-017	1.372408e-017	8.107052e-018	8.659183e-018	7.673693e-018	5.594312e-018	7.113989e-018
5.999500000000521e-009	-8.143992e-012	2.209358e-011	-8.925528e-012	1.238652e-011	2.131205e-011	1.200800e-017	1.320584e-017	4.938335e-014	5.476262e-014	5.490582e-018
6.000500000000522e-009	-4.099669e-011	1.298673e-010	-4.573279e-011	7.939840e-011	1.251312e-010	2.625049e-017	3.117885e-017	3.204696e-013	3.527303e-013	3.841199e-018
6.001500000000522e-009	-9.672447e-011	3.626061e-010	-1.100679e-010	2.391947e-010	3.492626e-010	5.715712e-017	7.188301e-017	9.762581e-013	1.064776e-012	4.847052e-018
6.004214285714808e-009	-2.603145e-010	1.342915e-009	-3.060671e-010	9.910949e-010	1.297162e-009	3.178287e-016	3.940265e-016	4.186926e-012	4.438964e-012	8.108095e-018
6.006928571429095e-009	-4.232867e-010	2.333477e-009	-5.014566e-010	1.753851e-009	2.255308e-009	9.325216e-016	1.114319e-015	7.465182e-012	7.876236e-012	1.438518e-017
6.009642857143381e-009	-5.856410e-010	3.334294e-009	-6.962362e-010	2.527463e-009	3.223699e-009	1.901236e-015	2.232760e-015	1.081103e-011	1.137659e-011	2.367830e-017
6.012357142857669e-009	-7.473775e-010	4.345366e-009	-8.904060e-010	3.311931e-009	4.202337e-009	3.223971e-015	3.749350e-015	1.422446e-011	1.494003e-011	3.598746e-017
6.015071428571955e-009	-9.084962e-010	5.366691e-009	-1.083966e-009	4.107255e-009	5.191221e-009	4.900728e-015	5.664089e-015	1.770549e-011	1.856655e-011	5.131266e-017
6.017785714286241e-009	-1.068997e-009	6.398271e-009	-1.276916e-009	4.913435e-009	6.190351e-009	6.931507e-015	7.976977e-015	2.125410e-011	2.225616e-011	6.965390e-017
6.020500000000528e-009	-1.228880e-009	7.440105e-009	-1.469257e-009	5.730471e-009	7.199727e-009	9.316306e-015	1.068801e-014	2.487030e-011	2.600885e-011	9.101118e-017
6.056500000000539e-009	-3.201569e-009	2.063036e-008	-3.839150e-009	1.615363e-008	1.999278e-008	8.387736e-014	9.600243e-014	7.117940e-011	7.397372e-011	7.653385e-016
6.092500000000550e-009	-5.023017e-009	3.337251e-008	-6.026639e-009	2.634224e-008	3.236888e-008	2.040623e-013	2.291061e-013	1.171138e-010	1.213255e-010	1.871416e-015
6.128500000000561e-009	-6.693225e-009	4.566655e-008	-8.031725e-009	3.629632e-008	4.432804e-008	3.698712e-013	4.099990e-013	1.626736e-010	1.680643e-010	3.409244e-015
6.164500000000572e-009	-8.212192e-009	5.751248e-008	-9.854407e-009	4.601586e-008	5.587026e-008	5.813039e-013	6.386813e-013	2.078587e-010	2.141901e-010	5.378823e-015
6.200500000000583e-009	-9.579920e-009	6.891030e-008	-1.149469e-008	5.550085e-008	6.699554e-008	8.383606e-013	9.151527e-013	2.526692e-010	2.597028e-010	7.780152e-015
6.236500000000594e-009	-1.079641e-008	7.986002e-008	-1.295256e-008	6.475131e-008	7.770387e-008	1.141041e-012	1.239413e-012	2.971050e-010	3.046025e-010	1.061323e-014
6.272500000000605e-009	-1.186165e-008	9.036162e-008	-1.422803e-008	7.376722e-008	8.799525e-008	1.489346e-012	1.611463e-012	3.411662e-010	3.488891e-010	1.387806e-014
6.273500000000605e-009	-1.189044e-008	9.064996e-008	-1.426250e-008	7.401540e-008	8.827790e-008	1.499223e-012	1.621929e-012	3.423872e-010	3.501149e-010	1.397206e-014
6.316214285714904e-009	-1.301223e-008	1.026396e-007	-1.560468e-008	8.444249e-008	1.000472e-007	1.953570e-012	2.101484e-012	3.942635e-010	4.020238e-010	1.825773e-014
6.358928571429203e-009	-1.402320e-008	1.142338e-007	-1.681348e-008	9.463001e-008	1.114435e-007	2.438663e-012	2.609580e-012	4.458196e-010	4.534193e-010	2.288478e-014
6.401642857143502e-009	-1.492336e-008	1.254324e-007	-1.788891e-008	1.045780e-007	1.224669e-007	2.954501e-012	3.146216e-012	4.970558e-010	5.043013e-010	2.785319e-014
6.444357142857801e-009	-1.571270e-008	1.362356e-007	-1.883096e-008	1.142864e-007	1.331173e-007	3.501085e-012	3.711394e-012	5.479719e-010	5.546697e-010	3.316298e-014
6.487071428572100e-009	-1.639122e-008	1.466433e-007	-1.963964e-008	1.237552e-007	1.433949e-007	4.078416e-012	4.305112e-012	5.985679e-010	6.045248e-010	3.881413e-014
6.529785714286398e-009	-1.695893e-008	1.566555e-007	-2.031495e-008	1.329845e-007	1.532995e-007	4.686492e-012	4.927371e-012	6.488439e-010	6.538663e-010	4.480665e-014
6.572500000000697e-009	-1.741583e-008	1.662722e-007	-2.085688e-008	1.419742e-007	1.628311e-007	5.325314e-012	5.578171e-012	6.987998e-010	7.026944e-010	5.114054e-014
6.573500000000697e-009	-1.742624e-008	1.664952e-007	-2.086922e-008	1.421829e-007	1.630522e-007	5.340305e-012	5.593401e-012	6.999681e-010	7.038354e-010	5.129019e-014
6.873500000000789e-009	-1.909640e-008	2.269340e-007	-2.282865e-008	2.003730e-007	2.232017e-007	1.019218e-011	1.045837e-011	1.045931e-009	1.038631e-009	1.015442e-013
6.900000418282007e-009	-1.914021e-008	2.317551e-007	-2.287737e-008	2.051406e-007	2.280180e-007	1.064421e-011	1.090656e-011	1.076174e-009	1.067651e-009	1.064140e-013
7.144713296168485e-009	-1.909344e-008	2.733670e-007	-2.278753e-008	2.468853e-007	2.696729e-007	1.490143e-011	1.509920e-011	1.354276e-009	1.333133e-009	1.538496e-013
7.444713296168577e-009	-1.843017e-008	3.190350e-007	-2.195635e-008	2.935525e-007	3.155088e-007	2.019705e-011	2.026394e-011	1.694697e-009	1.655539e-009	2.170724e-013
7.744713296168425e-009	-1.758641e-008	3.608987e-007	-2.091513e-008	3.366548e-007	3.575699e-007	2.547014e-011	2.537215e-011	2.037436e-009	1.978176e-009	2.848155e-013
7.766713296168414e-009	-1.752504e-008	3.638609e-007	-2.083961e-008	3.397067e-007	3.605463e-007	2.585466e-011	2.574367e-011	2.062722e-009	2.001918e-009	2.899453e-013
7.767713296168413e-009	-1.752420e-008	3.639984e-007	-2.083821e-008	3.398462e-007	3.606844e-007	2.587213e-011	2.576055e-011	2.063876e-009	2.003002e-009	2.901783e-013
7.767993970497466e-009	-1.752111e-008	3.640340e-007	-2.083495e-008	3.398852e-007	3.607202e-007	2.587703e-011	2.576529e-011	2.064200e-009	2.003306e-009	2.902434e-013
7.768226163312821e-009	-1.750815e-008	3.640474e-007	-2.082145e-008	3.399127e-007	3.607341e-007	2.588109e-011	2.576920e-011	2.064451e-009	2.003539e-009	2.902976e-013
7.768883063756657e-009	-1.755941e-008	3.642184e-007	-2.087428e-008	3.400292e-007	3.609035e-007	2.589256e-011	2.578029e-011	2.065298e-009	2.004352e-009	2.904500e-013
7.770551606835988e-009	-1.842926e-008	3.676223e-007	-2.186144e-008	3.423287e-007	3.641901e-007	2.592201e-011	2.580887e-011	2.075662e-009	2.015391e-009	2.908451e-013
7.773551606835986e-009	-2.195339e-008	3.853280e-007	-2.599216e-008	3.552970e-007	3.812892e-007	2.597839e-011	2.586442e-011	2.131563e-009	2.074660e-009	2.915823e-013
7.776551606835985e-009	-2.810448e-008	4.193404e-007	-3.327794e-008	3.808890e-007	4.141669e-007	2.604434e-011	2.593121e-011	2.242003e-009	2.190941e-009	2.924070e-013
7.779551606835983e-009	-3.686574e-008	4.697917e-007	-4.370189e-008	4.192537e-007	4.629556e-007	2.612615e-011	2.601630e-011	2.408393e-009	2.365528e-009	2.933777e-013
7.782551606835981e-009	-4.821185e-008	5.366211e-007	-5.723458e-008	4.703639e-007	5.275984e-007	2.623012e-011	2.612679e-011	2.630907e-009	2.598537e-009	2.945505e-013
7.785551606835980e-009	-6.211589e-008	6.197279e-007	-7.384410e-008	5.341556e-007	6.079997e-007	2.636254e-011	2.626972e-011	2.909449e-009	2.889824e-009	2.959814e-013
7.788551606835978e-009	-7.855003e-008	7.189973e-007	-9.349744e-008	6.105525e-007	7.040500e-007	2.652961e-011	2.645205e-011	3.243853e-009	3.239179e-009	2.977294e-013
7.791551606835977e-009	-9.748553e-008	8.343053e-007	-1.161606e-007	6.994697e-007	8.156302e-007	2.673752e-011	2.668065e-011	3.633926e-009	3.646361e-009	2.998525e-013
7.794551606835975e-009	-1.188926e-007	9.655175e-007	-1.417983e-007	8.008136e-007	9.426118e-007	2.699236e-011	2.696233e-011	4.079452e-009	4.111108e-009	3.024049e-013
7.800123035407402e-009	-1.657574e-007	1.254588e-006	-1.979570e-007	1.024431e-006	1.222388e-006	2.752163e-011	2.755171e-011	5.060776e-009	5.134655e-009	3.076527e-013
7.805694463978826e-009	-2.201941e-007	1.593452e-006	-2.632482e-007	1.287149e-006	1.550397e-006	2.836171e-011	2.848801e-011	6.223588e-009	6.345376e-009	3.157503e-013
7.811265892550253e-009	-2.822028e-007	1.982109e-006	-3.376719e-007	1.588968e-006	1.926640e-006	2.951260e-011	2.977122e-011	7.567890e-009	7.743271e-009	3.266977e-013
7.816837321121677e-009	-3.517834e-007	2.420560e-006	-4.212281e-007	1.929887e-006	2.351115e-006	3.097430e-011	3.140135e-011	9.093682e-009	9.328341e-009	3.404949e-013
7.822408749693104e-009	-4.289360e-007	2.908805e-006	-5.139169e-007	2.309907e-006	2.823824e-006	3.274682e-011	3.337839e-011	1.080096e-008	1.110058e-008	3.571418e-013
7.827980178264528e-009	-5.136605e-007	3.446844e-006	-6.157382e-007	2.729028e-006	3.344766e-006	3.483014e-011	3.570235e-011	1.268973e-008	1.306000e-008	3.766385e-013
7.833551606835955e-009	-6.059570e-007	4.034676e-006	-7.266921e-007	3.187249e-006	3.913941e-006	3.722428e-011	3.837323e-011	1.475999e-008	1.520660e-008	3.989849e-013
7.839248035407381e-009	-7.075762e-007	4.684575e-006	-8.489308e-007	3.694290e-006	4.543221e-006	4.013805e-011	4.162301e-011	1.706343e-008	1.759286e-008	4.261082e-013
7.844944463978806e-009	-8.142753e-007	5.368697e-006	-9.772931e-007	4.228386e-006	5.205679e-006	4.359795e-011	4.547048e-011	1.951082e-008	2.012443e-008	4.582444e-013
7.850640892550233e-009	-9.260542e-007	6.087040e-006	-1.111779e-006	4.789536e-006	5.901315e-006	4.760398e-011	4.991563e-011	2.210215e-008	2.280133e-008	4.953936e-013
7.856337321121658e-009	-1.042913e-006	6.839606e-006	-1.252389e-006	5.377742e-006	6.630130e-006	5.215614e-011	5.495848e-011	2.483743e-008	2.562353e-008	5.375557e-013
7.862033749693084e-009	-1.164852e-006	7.626394e-006	-1.399122e-006	5.993002e-006	7.392124e-006	5.725444e-011	6.059901e-011	2.771665e-008	2.859106e-008	5.847308e-013
7.867730178264509e-009	-1.291870e-006	8.447405e-006	-1.551979e-006	6.635318e-006	8.187296e-006	6.289887e-011	6.683722e-011	3.073981e-008	3.170390e-008	6.369188e-013
7.873426606835936e-009	-1.423968e-006	9.302637e-006	-1.710959e-006	7.304688e-006	9.015647e-006	6.908943e-011	7.367313e-011	3.390692e-008	3.496205e-008	6.941198e-013
7.876426606835934e-009	-1.494368e-006	9.758096e-006	-1.795633e-006	7.661197e-006	9.456830e-006	7.263271e-011	7.757736e-011	3.560725e-008	3.670883e-008	7.268450e-013
7.883712321121644e-009	-1.671682e-006	1.090886e-005	-2.009175e-006	8.562194e-006	1.057137e-005	8.195769e-011	8.785489e-011	3.993188e-008	4.114886e-008	8.129313e-013
7.890998035407356e-009	-1.849040e-006	1.205927e-005	-2.222259e-006	9.463793e-006	1.168605e-005	9.235463e-011	9.926498e-011	4.430933e-008	4.563080e-008	9.088537e-013
7.898283749693066e-009	-2.026440e-006	1.320932e-005	-2.434884e-006	1.036599e-005	1.280088e-005	1.038235e-010	1.118076e-010	4.873961e-008	5.015464e-008	1.014612e-012
7.905569463978776e-009	-2.203884e-006	1.435902e-005	-2.647052e-006	1.126880e-005	1.391585e-005	1.163644e-010	1.254829e-010	5.322272e-008	5.472039e-008	1.130207e-012
7.912855178264486e-009	-2.381371e-006	1.550836e-005	-2.858763e-006	1.217221e-005	1.503097e-005	1.299772e-010	1.402906e-010	5.775866e-008	5.932804e-008	1.255638e-012
7.920140892550197e-009	-2.558901e-006	1.665734e-005	-3.070015e-006	1.307621e-005	1.614623e-005	1.446619e-010	1.562310e-010	6.234743e-008	6.397760e-008	1.390905e-012
7.927426606835907e-009	-2.736474e-006	1.780597e-005	-3.280809e-006	1.398083e-005	1.726163e-005	1.604186e-010	1.733039e-010	6.698903e-008	6.866906e-008	1.536009e-012
7.928426606835907e-009	-2.760047e-006	1.795881e-005	-3.308795e-006	1.410126e-005	1.741006e-005	1.626567e-010	1.757219e-010	6.761192e-008	6.929716e-008	1.556613e-012
7.928707281164959e-009	-2.766751e-006	1.800150e-005	-3.316632e-006	1.413499e-005	1.745162e-005	1.632883e-010	1.764040e-010	6.778654e-008	6.947341e-008	1.562427e-012
7.928939132167768e-009	-2.773007e-006	1.803600e-005	-3.323062e-006	1.416288e-005	1.748594e-005	1.638119e-010	1.769694e-010	6.793093e-008	6.961810e-008	1.567248e-012
7.929595556031985e-009	-2.801228e-006	1.812282e-005	-3.339712e-006	1.424462e-005	1.758434e-005	1.653020e-010	1.785767e-010	6.835265e-008	7.003091e-008	1.580960e-012
7.931263580607389e-009	-2.919374e-006	1.829490e-005	-3.370750e-006	1.447277e-005	1.784352e-005	1.691294e-010	1.827115e-010	6.952261e-008	7.126122e-008	1.616214e-012
7.932263580607388e-009	-3.015582e-006	1.837136e-005	-3.382957e-006	1.462103e-005	1.800399e-005	1.714491e-010	1.852290e-010	7.028051e-008	7.213348e-008	1.637628e-012
7.933263580607388e-009	-3.132005e-006	1.842651e-005	-3.390119e-006	1.477828e-005	1.816840e-005	1.737894e-010	1.877850e-010	7.108356e-008	7.312281e-008	1.659303e-012
7.934263580607387e-009	-3.268195e-006	1.846078e-005	-3.392346e-006	1.494428e-005	1.833663e-005	1.761503e-010	1.903859e-010	7.193129e-008	7.423414e-008	1.681267e-012
7.935263580607387e-009	-3.420291e-006	1.847823e-005	-3.390483e-006	1.511755e-005	1.850804e-005	1.785281e-010	1.930277e-010	7.281548e-008	7.544881e-008	1.703482e-012
7.935544254936439e-009	-3.466328e-006	1.847958e-005	-3.389209e-006	1.516749e-005	1.855670e-005	1.791990e-010	1.937789e-010	7.307152e-008	7.581266e-008	1.709775e-012
7.935775948234355e-009	-3.506099e-006	1.847882e-005	-3.388363e-006	1.520819e-005	1.859655e-005	1.797548e-010	1.944045e-010	7.328694e-008	7.612615e-008	1.715002e-012
7.936432144870071e-009	-3.623598e-006	1.847132e-005	-3.394411e-006	1.530609e-005	1.870050e-005	1.813363e-010	1.961999e-010	7.392768e-008	7.707754e-008	1.729941e-012
7.938099925568275e-009	-3.945118e-006	1.842636e-005	-3.447735e-006	1.547601e-005	1.892374e-005	1.854119e-010	2.009089e-010	7.587595e-008	7.989271e-008	1.768785e-012
7.940099925568274e-009	-4.366793e-006	1.833117e-005	-3.570441e-006	1.555708e-005	1.912752e-005	1.904259e-010	2.068449e-010	7.882274e-008	8.397342e-008	1.817157e-012
7.942099925568273e-009	-4.824351e-006	1.819416e-005	-3.761182e-006	1.549615e-005	1.925733e-005	1.956298e-010	2.131831e-010	8.249510e-008	8.893129e-008	1.868077e-012
7.944099925568272e-009	-5.310124e-006	1.802319e-005	-4.019380e-006	1.529456e-005	1.931394e-005	2.010711e-010	2.200048e-010	8.690690e-008	9.483347e-008	1.922096e-012
7.946099925568271e-009	-5.816707e-006	1.782592e-005	-4.342858e-006	1.495691e-005	1.929977e-005	2.067977e-010	2.273976e-010	9.208475e-008	1.017421e-007	1.979797e-012
7.948099925568270e-009	-6.337248e-006	1.760949e-005	-4.727779e-006	1.449118e-005	1.921896e-005	2.128599e-010	2.354535e-010	9.807085e-008	1.097122e-007	2.041792e-012
7.951099925568269e-009	-7.131172e-006	1.726274e-005	-5.408242e-006	1.357742e-005	1.898567e-005	2.227039e-010	2.489892e-010	1.086937e-007	1.237557e-007	2.144261e-012
7.954099925568267e-009	-7.926305e-006	1.690502e-005	-6.191256e-006	1.244881e-005	1.864007e-005	2.336419e-010	2.645552e-010	1.215051e-007	1.404027e-007	2.260174e-012
7.957099925568265e-009	-8.710467e-006	1.654972e-005	-7.049623e-006	1.116094e-005	1.821057e-005	2.459298e-010	2.824713e-010	1.367716e-007	1.597190e-007	2.392017e-012
7.960099925568264e-009	-9.475458e-006	1.620615e-005	-7.955246e-006	9.771111e-006	1.772636e-005	2.598684e-010	3.030446e-010	1.547531e-007	1.817284e-007	2.542421e-012
7.963099925568262e-009	-1.021614e-005	1.588038e-005	-8.881862e-006	8.332804e-006	1.721467e-005	2.758001e-010	3.265658e-010	1.756749e-007	2.064219e-007	2.714127e-012
7.966099925568261e-009	-1.092956e-005	1.557615e-005	-9.807010e-006	6.891692e-006	1.669870e-005	2.941014e-010	3.533081e-010	1.997102e-007	2.337669e-007	2.909950e-012
7.969099925568259e-009	-1.161419e-005	1.529549e-005	-1.071309e-005	5.483497e-006	1.619659e-005	3.151729e-010	3.835271e-010	2.269732e-007	2.637137e-007	3.132746e-012
7.972099925568258e-009	-1.226942e-005	1.503933e-005	-1.158760e-005	4.133542e-006	1.572114e-005	3.394297e-010	4.174630e-010	2.575210e-007	2.962006e-007	3.385371e-012
7.975099925568256e-009	-1.289528e-005	1.480774e-005	-1.242274e-005	2.857532e-006	1.528027e-005	3.672922e-010	4.553418e-010	2.913607e-007	3.311567e-007	3.670645e-012
7.977099925568255e-009	-1.329643e-005	1.466675e-005	-1.295561e-005	2.051967e-006	1.500757e-005	3.880770e-010	4.828906e-010	3.157339e-007	3.557942e-007	3.880330e-012
7.978099925568254e-009	-1.349225e-005	1.460018e-005	-1.321469e-005	1.663054e-006	1.487775e-005	3.991782e-010	4.973766e-010	3.284582e-007	3.685037e-007	3.991327e-012
7.979099925568254e-009	-1.368494e-005	1.453624e-005	-1.346921e-005	1.282746e-006	1.475196e-005	4.107398e-010	5.123159e-010	3.415151e-007	3.814552e-007	4.106282e-012
7.979847672753664e-009	-1.382605e-005	1.449102e-005	-1.365626e-005	1.004541e-006	1.466081e-005	4.197204e-010	5.238131e-010	3.515129e-007	3.913155e-007	4.195107e-012
7.980655423589235e-009	-1.397493e-005	1.444539e-005	-1.385473e-005	7.108674e-007	1.456560e-005	4.297545e-010	5.365536e-010	3.625412e-007	4.021407e-007	4.293891e-012
7.981292154836102e-009	-1.409046e-005	1.441103e-005	-1.400814e-005	4.851954e-007	1.449334e-005	4.379054e-010	5.468261e-010	3.713973e-007	4.107892e-007	4.373803e-012
7.981963483654107e-009	-1.421175e-005	1.437510e-005	-1.416758e-005	2.516963e-007	1.441927e-005	4.467072e-010	5.578523e-010	3.808714e-007	4.199971e-007	4.459808e-012
7.982151631585296e-009	-1.424579e-005	1.436494e-005	-1.421191e-005	1.869203e-007	1.439883e-005	4.492141e-010	5.609799e-010	3.835521e-007	4.225940e-007	4.484248e-012
7.982218314107728e-009	-1.425781e-005	1.436138e-005	-1.422732e-005	1.645458e-007	1.439187e-005	4.501115e-010	5.620966e-010	3.845094e-007	4.235184e-007	4.492985e-012
7.982266745634544e-009	-1.426653e-005	1.435880e-005	-1.423838e-005	1.485632e-007	1.438695e-005	4.507656e-010	5.629097e-010	3.852075e-007	4.241910e-007	4.499348e-012
7.982291275371139e-009	-1.427096e-005	1.435748e-005	-1.424401e-005	1.404096e-007	1.438442e-005	4.510974e-010	5.633220e-010	3.855613e-007	4.245318e-007	4.502575e-012
7.982300504946097e-009	-1.427263e-005	1.435698e-005	-1.424613e-005	1.373364e-007	1.438347e-005	4.512223e-010	5.634772e-010	3.856944e-007	4.246600e-007	4.503791e-012
7.982302604697144e-009	-1.427301e-005	1.435686e-005	-1.424662e-005	1.366334e-007	1.438325e-005	4.512507e-010	5.635125e-010	3.857247e-007	4.246891e-007	4.504068e-012
7.982302949173734e-009	-1.427307e-005	1.435684e-005	-1.424670e-005	1.365188e-007	1.438322e-005	4.512554e-010	5.635183e-010	3.857296e-007	4.246940e-007	4.504112e-012
7.982303231365712e-009	-1.427312e-005	1.435683e-005	-1.424676e-005	1.364242e-007	1.438319e-005	4.512592e-010	5.635231e-010	3.857337e-007	4.246979e-007	4.504149e-012
7.982303621590626e-009	-1.427319e-005	1.435681e-005	-1.424685e-005	1.362932e-007	1.438315e-005	4.512645e-010	5.635296e-010	3.857393e-007	4.247033e-007	4.504200e-012
7.982304157162053e-009	-1.427329e-005	1.435678e-005	-1.424698e-005	1.361141e-007	1.438309e-005	4.512718e-010	5.635387e-010	3.857471e-007	4.247107e-007	4.504271e-012
7.982304761833567e-009	-1.427340e-005	1.435675e-005	-1.424712e-005	1.359122e-007	1.438303e-005	4.512800e-010	5.635488e-010	3.857558e-007	4.247191e-007	4.504350e-012
7.982305319069304e-009	-1.427350e-005	1.435671e-005	-1.424725e-005	1.357257e-007	1.438297e-005	4.512875e-010	5.635582e-010	3.857638e-007	4.247269e-007	4.504424e-012
