time	I(L13)	I(L17)	I(L18)	I(L18)+I(L19)	I(L19)	I(L21)	I(L22)	I(R2)	I(R10)	I(R30)
8.243546278972455e-009	-1.823567e-005	1.758196e-005	-1.826637e-005	-7.151048e-007	1.755126e-005	2.775450e-008	2.195027e-008	4.912367e-006	4.196741e-006	2.234638e-010
8.243546853357678e-009	-1.823565e-005	1.758195e-005	-1.826636e-005	-7.151084e-007	1.755125e-005	2.775458e-008	2.195033e-008	4.912370e-006	4.196744e-006	2.234645e-010
8.243547416110129e-009	-1.823564e-005	1.758194e-005	-1.826634e-005	-7.151102e-007	1.755123e-005	2.775466e-008	2.195040e-008	4.912371e-006	4.196746e-006	2.234651e-010
8.243548107107077e-009	-1.823562e-005	1.758193e-005	-1.826633e-005	-7.151139e-007	1.755121e-005	2.775476e-008	2.195048e-008	4.912374e-006	4.196749e-006	2.234660e-010
8.243548856704134e-009	-1.823559e-005	1.758192e-005	-1.826631e-005	-7.151157e-007	1.755120e-005	2.775487e-008	2.195056e-008	4.912376e-006	4.196752e-006	2.234669e-010
8.243549784911431e-009	-1.823557e-005	1.758190e-005	-1.826629e-005	-7.151211e-007	1.755117e-005	2.775500e-008	2.195067e-008	4.912380e-006	4.196756e-006	2.234680e-010
8.243550831720869e-009	-1.823553e-005	1.758188e-005	-1.826627e-005	-7.151266e-007	1.755114e-005	2.775514e-008	2.195079e-008	4.912384e-006	4.196761e-006	2.234692e-010
8.243552175989290e-009	-1.823549e-005	1.758186e-005	-1.826624e-005	-7.151302e-007	1.755111e-005	2.775533e-008	2.195094e-008	4.912388e-006	4.196766e-006	2.234708e-010
8.243553815219368e-009	-1.823544e-005	1.758184e-005	-1.826621e-005	-7.151375e-007	1.755107e-005	2.775556e-008	2.195113e-008	4.912394e-006	4.196773e-006	2.234728e-010
8.243556104575002e-009	-1.823537e-005	1.758180e-005	-1.826616e-005	-7.151448e-007	1.755101e-005	2.775589e-008	2.195139e-008	4.912402e-006	4.196783e-006	2.234755e-010
8.243891808941446e-009	-1.822549e-005	1.757617e-005	-1.825800e-005	-7.143296e-007	1.754367e-005	2.780326e-008	2.198982e-008	4.913586e-006	4.198162e-006	2.238756e-010
8.244227513307891e-009	-1.821593e-005	1.757024e-005	-1.824928e-005	-7.124009e-007	1.753688e-005	2.785061e-008	2.202824e-008	4.914749e-006	4.199513e-006	2.242756e-010
8.244563217674335e-009	-1.820667e-005	1.756401e-005	-1.824002e-005	-7.093584e-007	1.753066e-005	2.789793e-008	2.206666e-008	4.915890e-006	4.200836e-006	2.246755e-010
8.244898922040778e-009	-1.819774e-005	1.755748e-005	-1.823021e-005	-7.052023e-007	1.752501e-005	2.794523e-008	2.210507e-008	4.917011e-006	4.202131e-006	2.250753e-010
8.245234626407222e-009	-1.818911e-005	1.755065e-005	-1.821985e-005	-6.999325e-007	1.751992e-005	2.799250e-008	2.214347e-008	4.918110e-006	4.203399e-006	2.254750e-010
8.245570330773667e-009	-1.818080e-005	1.754352e-005	-1.820894e-005	-6.935490e-007	1.751539e-005	2.803975e-008	2.218187e-008	4.919189e-006	4.204639e-006	2.258747e-010
8.245906035140111e-009	-1.817281e-005	1.753610e-005	-1.819748e-005	-6.860519e-007	1.751143e-005	2.808698e-008	2.222026e-008	4.920246e-006	4.205851e-006	2.262743e-010
8.246236021507838e-009	-1.816515e-005	1.752860e-005	-1.818598e-005	-6.782102e-007	1.750777e-005	2.813338e-008	2.225799e-008	4.921271e-006	4.207026e-006	2.266670e-010
8.246332023080278e-009	-1.816316e-005	1.752619e-005	-1.818235e-005	-6.753562e-007	1.750700e-005	2.814688e-008	2.226896e-008	4.921561e-006	4.207358e-006	2.267812e-010
8.246364360746401e-009	-1.816252e-005	1.752535e-005	-1.818107e-005	-6.742775e-007	1.750679e-005	2.815142e-008	2.227266e-008	4.921658e-006	4.207468e-006	2.268197e-010
8.246366826650225e-009	-1.816247e-005	1.752529e-005	-1.818098e-005	-6.741957e-007	1.750678e-005	2.815177e-008	2.227294e-008	4.921666e-006	4.207477e-006	2.268226e-010
8.246367477336404e-009	-1.816245e-005	1.752527e-005	-1.818095e-005	-6.741739e-007	1.750678e-005	2.815186e-008	2.227302e-008	4.921668e-006	4.207479e-006	2.268234e-010
8.246367667628473e-009	-1.816245e-005	1.752527e-005	-1.818094e-005	-6.741684e-007	1.750677e-005	2.815188e-008	2.227304e-008	4.921668e-006	4.207480e-006	2.268236e-010
8.246368001230811e-009	-1.816244e-005	1.752526e-005	-1.818093e-005	-6.741575e-007	1.750677e-005	2.815193e-008	2.227307e-008	4.921669e-006	4.207481e-006	2.268240e-010
8.246368644357085e-009	-1.816243e-005	1.752524e-005	-1.818090e-005	-6.741375e-007	1.750677e-005	2.815202e-008	2.227315e-008	4.921671e-006	4.207483e-006	2.268248e-010
8.246369274081938e-009	-1.816241e-005	1.752523e-005	-1.818088e-005	-6.741157e-007	1.750676e-005	2.815211e-008	2.227322e-008	4.921673e-006	4.207485e-006	2.268255e-010
8.246370067396346e-009	-1.816240e-005	1.752521e-005	-1.818085e-005	-6.740902e-007	1.750676e-005	2.815222e-008	2.227331e-008	4.921676e-006	4.207488e-006	2.268264e-010
8.246370855808589e-009	-1.816238e-005	1.752519e-005	-1.818082e-005	-6.740665e-007	1.750675e-005	2.815233e-008	2.227340e-008	4.921678e-006	4.207491e-006	2.268274e-010
8.246371910329945e-009	-1.816236e-005	1.752516e-005	-1.818078e-005	-6.740320e-007	1.750675e-005	2.815248e-008	2.227352e-008	4.921681e-006	4.207494e-006	2.268286e-010
8.246373063546509e-009	-1.816234e-005	1.752513e-005	-1.818073e-005	-6.739956e-007	1.750674e-005	2.815264e-008	2.227365e-008	4.921684e-006	4.207498e-006	2.268300e-010
8.246374658005617e-009	-1.816230e-005	1.752509e-005	-1.818067e-005	-6.739447e-007	1.750673e-005	2.815286e-008	2.227384e-008	4.921689e-006	4.207503e-006	2.268319e-010
8.246376570802855e-009	-1.816226e-005	1.752504e-005	-1.818060e-005	-6.738846e-007	1.750671e-005	2.815313e-008	2.227405e-008	4.921695e-006	4.207510e-006	2.268342e-010
8.246383667021650e-009	-1.816211e-005	1.752487e-005	-1.818032e-005	-6.736609e-007	1.750666e-005	2.815413e-008	2.227486e-008	4.921716e-006	4.207534e-006	2.268426e-010
8.246699357386776e-009	-1.815449e-005	1.751804e-005	-1.816891e-005	-6.652969e-007	1.750362e-005	2.819846e-008	2.231094e-008	4.922642e-006	4.208599e-006	2.272181e-010
8.247015047751902e-009	-1.814632e-005	1.751178e-005	-1.815785e-005	-6.576021e-007	1.750025e-005	2.824277e-008	2.234701e-008	4.923554e-006	4.209645e-006	2.275935e-010
8.247330738117027e-009	-1.813758e-005	1.750610e-005	-1.814713e-005	-6.505765e-007	1.749655e-005	2.828706e-008	2.238307e-008	4.924453e-006	4.210672e-006	2.279687e-010
8.247646428482153e-009	-1.812828e-005	1.750100e-005	-1.813675e-005	-6.442202e-007	1.749253e-005	2.833132e-008	2.241912e-008	4.925337e-006	4.211680e-006	2.283439e-010
8.247962118847279e-009	-1.811842e-005	1.749647e-005	-1.812671e-005	-6.385331e-007	1.748818e-005	2.837555e-008	2.245516e-008	4.926208e-006	4.212670e-006	2.287190e-010
8.248277809212405e-009	-1.810800e-005	1.749252e-005	-1.811702e-005	-6.335152e-007	1.748350e-005	2.841977e-008	2.249119e-008	4.927065e-006	4.213641e-006	2.290939e-010
8.248593499577530e-009	-1.809703e-005	1.748915e-005	-1.810767e-005	-6.291666e-007	1.747850e-005	2.846395e-008	2.252721e-008	4.927908e-006	4.214594e-006	2.294688e-010
8.248879676289834e-009	-1.808716e-005	1.748601e-005	-1.809902e-005	-6.248756e-007	1.747415e-005	2.850400e-008	2.255986e-008	4.928670e-006	4.215449e-006	2.298086e-010
8.249008094673553e-009	-1.808251e-005	1.748483e-005	-1.809526e-005	-6.231787e-007	1.747208e-005	2.852196e-008	2.257451e-008	4.929004e-006	4.215821e-006	2.299610e-010
8.249136513057271e-009	-1.807793e-005	1.748359e-005	-1.809151e-005	-6.214906e-007	1.747002e-005	2.853992e-008	2.258915e-008	4.929337e-006	4.216190e-006	2.301134e-010
8.249264931440991e-009	-1.807342e-005	1.748228e-005	-1.808776e-005	-6.198112e-007	1.746794e-005	2.855787e-008	2.260379e-008	4.929667e-006	4.216555e-006	2.302658e-010
8.249393349824709e-009	-1.806898e-005	1.748090e-005	-1.808401e-005	-6.181406e-007	1.746587e-005	2.857581e-008	2.261843e-008	4.929994e-006	4.216918e-006	2.304181e-010
8.249521768208429e-009	-1.806461e-005	1.747945e-005	-1.808027e-005	-6.164787e-007	1.746379e-005	2.859375e-008	2.263307e-008	4.930319e-006	4.217278e-006	2.305705e-010
8.249650186592147e-009	-1.806031e-005	1.747794e-005	-1.807654e-005	-6.148257e-007	1.746171e-005	2.861168e-008	2.264771e-008	4.930641e-006	4.217634e-006	2.307228e-010
8.249778604975867e-009	-1.805608e-005	1.747635e-005	-1.807281e-005	-6.131813e-007	1.745963e-005	2.862961e-008	2.266234e-008	4.930961e-006	4.217987e-006	2.308751e-010
8.250432945389864e-009	-1.803448e-005	1.746834e-005	-1.805379e-005	-6.047632e-007	1.744903e-005	2.872088e-008	2.273687e-008	4.932559e-006	4.219758e-006	2.316507e-010
8.251087285803860e-009	-1.801309e-005	1.746013e-005	-1.803496e-005	-5.966942e-007	1.743827e-005	2.881205e-008	2.281135e-008	4.934105e-006	4.221477e-006	2.324259e-010
8.251741626217857e-009	-1.799191e-005	1.745174e-005	-1.801631e-005	-5.889743e-007	1.742734e-005	2.890309e-008	2.288578e-008	4.935600e-006	4.223144e-006	2.332005e-010
8.252395966631854e-009	-1.797094e-005	1.744316e-005	-1.799785e-005	-5.816035e-007	1.741625e-005	2.899403e-008	2.296016e-008	4.937044e-006	4.224760e-006	2.339746e-010
8.253050307045851e-009	-1.795017e-005	1.743440e-005	-1.797958e-005	-5.745818e-007	1.740499e-005	2.908485e-008	2.303449e-008	4.938437e-006	4.226325e-006	2.347482e-010
8.253704647459847e-009	-1.792962e-005	1.742544e-005	-1.796149e-005	-5.679092e-007	1.739358e-005	2.917556e-008	2.310876e-008	4.939779e-006	4.227838e-006	2.355213e-010
8.254358987873844e-009	-1.790927e-005	1.741630e-005	-1.794358e-005	-5.615857e-007	1.738199e-005	2.926616e-008	2.318298e-008	4.941069e-006	4.229300e-006	2.362939e-010
8.255358987873844e-009	-1.787852e-005	1.740203e-005	-1.791661e-005	-5.526854e-007	1.736393e-005	2.940437e-008	2.329630e-008	4.942940e-006	4.231433e-006	2.374734e-010
8.256123535777852e-009	-1.785526e-005	1.739089e-005	-1.789630e-005	-5.464572e-007	1.734984e-005	2.950988e-008	2.338285e-008	4.944297e-006	4.232995e-006	2.383744e-010
8.256293449919039e-009	-1.785013e-005	1.738838e-005	-1.789184e-005	-5.451675e-007	1.734667e-005	2.953331e-008	2.340208e-008	4.944587e-006	4.233331e-006	2.385745e-010
8.256460747676766e-009	-1.784510e-005	1.738589e-005	-1.788745e-005	-5.439051e-007	1.734354e-005	2.955636e-008	2.342100e-008	4.944865e-006	4.233657e-006	2.387715e-010
8.256487423780191e-009	-1.784430e-005	1.738549e-005	-1.788674e-005	-5.436887e-007	1.734305e-005	2.956003e-008	2.342401e-008	4.944910e-006	4.233708e-006	2.388029e-010
8.256492792962135e-009	-1.784414e-005	1.738541e-005	-1.788659e-005	-5.436432e-007	1.734295e-005	2.956077e-008	2.342462e-008	4.944919e-006	4.233719e-006	2.388092e-010
8.256496077805013e-009	-1.784404e-005	1.738536e-005	-1.788651e-005	-5.436159e-007	1.734289e-005	2.956122e-008	2.342499e-008	4.944925e-006	4.233725e-006	2.388131e-010
8.256500994141261e-009	-1.784389e-005	1.738529e-005	-1.788638e-005	-5.435759e-007	1.734280e-005	2.956190e-008	2.342555e-008	4.944933e-006	4.233734e-006	2.388189e-010
8.256507879874599e-009	-1.784368e-005	1.738518e-005	-1.788619e-005	-5.435177e-007	1.734267e-005	2.956285e-008	2.342633e-008	4.944945e-006	4.233747e-006	2.388270e-010
8.256515388227412e-009	-1.784346e-005	1.738507e-005	-1.788599e-005	-5.434576e-007	1.734254e-005	2.956388e-008	2.342718e-008	4.944957e-006	4.233762e-006	2.388358e-010
8.256522381529112e-009	-1.784325e-005	1.738497e-005	-1.788581e-005	-5.433994e-007	1.734241e-005	2.956484e-008	2.342797e-008	4.944969e-006	4.233776e-006	2.388441e-010
8.256529248529500e-009	-1.784304e-005	1.738486e-005	-1.788562e-005	-5.433430e-007	1.734228e-005	2.956579e-008	2.342874e-008	4.944980e-006	4.233789e-006	2.388521e-010
8.256536032159886e-009	-1.784284e-005	1.738476e-005	-1.788544e-005	-5.432867e-007	1.734216e-005	2.956672e-008	2.342951e-008	4.944992e-006	4.233802e-006	2.388601e-010
8.256542954711066e-009	-1.784263e-005	1.738466e-005	-1.788526e-005	-5.432285e-007	1.734203e-005	2.956768e-008	2.343029e-008	4.945003e-006	4.233815e-006	2.388683e-010
8.256549855232697e-009	-1.784243e-005	1.738455e-005	-1.788508e-005	-5.431702e-007	1.734190e-005	2.956863e-008	2.343107e-008	4.945015e-006	4.233828e-006	2.388764e-010
8.256558281395790e-009	-1.784217e-005	1.738443e-005	-1.788485e-005	-5.431011e-007	1.734175e-005	2.956979e-008	2.343203e-008	4.945029e-006	4.233844e-006	2.388863e-010
8.256567506806757e-009	-1.784190e-005	1.738429e-005	-1.788461e-005	-5.430247e-007	1.734158e-005	2.957106e-008	2.343307e-008	4.945044e-006	4.233862e-006	2.388972e-010
8.256578775625769e-009	-1.784156e-005	1.738412e-005	-1.788430e-005	-5.429283e-007	1.734138e-005	2.957261e-008	2.343434e-008	4.945063e-006	4.233884e-006	2.389104e-010
8.256607722487092e-009	-1.784070e-005	1.738368e-005	-1.788353e-005	-5.426864e-007	1.734085e-005	2.957660e-008	2.343762e-008	4.945112e-006	4.233939e-006	2.389445e-010
8.256878156398690e-009	-1.783267e-005	1.737956e-005	-1.787627e-005	-5.403164e-007	1.733596e-005	2.961382e-008	2.346818e-008	4.945566e-006	4.234448e-006	2.392627e-010
8.257148590310287e-009	-1.782470e-005	1.737538e-005	-1.786899e-005	-5.379041e-007	1.733109e-005	2.965101e-008	2.349873e-008	4.946019e-006	4.234948e-006	2.395808e-010
8.257419024221885e-009	-1.781679e-005	1.737116e-005	-1.786170e-005	-5.354495e-007	1.732625e-005	2.968819e-008	2.352927e-008	4.946473e-006	4.235438e-006	2.398988e-010
8.257689458133481e-009	-1.780893e-005	1.736689e-005	-1.785438e-005	-5.329525e-007	1.732143e-005	2.972534e-008	2.355980e-008	4.946927e-006	4.235919e-006	2.402167e-010
8.257959892045079e-009	-1.780112e-005	1.736257e-005	-1.784705e-005	-5.304132e-007	1.731664e-005	2.976248e-008	2.359032e-008	4.947382e-006	4.236389e-006	2.405345e-010
8.258230325956677e-009	-1.779337e-005	1.735819e-005	-1.783970e-005	-5.278316e-007	1.731187e-005	2.979958e-008	2.362082e-008	4.947836e-006	4.236850e-006	2.408521e-010
8.258500759868275e-009	-1.778567e-005	1.735377e-005	-1.783233e-005	-5.252077e-007	1.730712e-005	2.983667e-008	2.365131e-008	4.948291e-006	4.237301e-006	2.411696e-010
8.259500759868274e-009	-1.775743e-005	1.733723e-005	-1.780506e-005	-5.154525e-007	1.728960e-005	2.997371e-008	2.376399e-008	4.949970e-006	4.238926e-006	2.423433e-010
8.259972703874476e-009	-1.774434e-005	1.732920e-005	-1.779214e-005	-5.107304e-007	1.728141e-005	3.003830e-008	2.381712e-008	4.950762e-006	4.239652e-006	2.428967e-010
8.260106495162292e-009	-1.774069e-005	1.732686e-005	-1.778846e-005	-5.093625e-007	1.727910e-005	3.005660e-008	2.383216e-008	4.950987e-006	4.239849e-006	2.430535e-010
8.260239664281553e-009	-1.773708e-005	1.732452e-005	-1.778479e-005	-5.079855e-007	1.727681e-005	3.007480e-008	2.384714e-008	4.951210e-006	4.240040e-006	2.432096e-010
8.260258880753252e-009	-1.773655e-005	1.732419e-005	-1.778426e-005	-5.077854e-007	1.727648e-005	3.007743e-008	2.384930e-008	4.951242e-006	4.240068e-006	2.432321e-010
8.260264637372984e-009	-1.773640e-005	1.732409e-005	-1.778411e-005	-5.077254e-007	1.727638e-005	3.007822e-008	2.384995e-008	4.951252e-006	4.240076e-006	2.432388e-010
8.260268921748256e-009	-1.773628e-005	1.732402e-005	-1.778399e-005	-5.076818e-007	1.727631e-005	3.007880e-008	2.385043e-008	4.951259e-006	4.240082e-006	2.432439e-010
8.260274892932886e-009	-1.773611e-005	1.732392e-005	-1.778382e-005	-5.076199e-007	1.727620e-005	3.007962e-008	2.385110e-008	4.951269e-006	4.240091e-006	2.432509e-010
8.260282325005003e-009	-1.773591e-005	1.732379e-005	-1.778362e-005	-5.075417e-007	1.727608e-005	3.008063e-008	2.385194e-008	4.951282e-006	4.240102e-006	2.432596e-010
8.260289425500844e-009	-1.773572e-005	1.732366e-005	-1.778342e-005	-5.074689e-007	1.727596e-005	3.008160e-008	2.385274e-008	4.951294e-006	4.240112e-006	2.432679e-010
8.260296426383804e-009	-1.773552e-005	1.732354e-005	-1.778323e-005	-5.073962e-007	1.727584e-005	3.008256e-008	2.385352e-008	4.951306e-006	4.240122e-006	2.432761e-010
8.260303164258492e-009	-1.773534e-005	1.732343e-005	-1.778305e-005	-5.073271e-007	1.727572e-005	3.008348e-008	2.385428e-008	4.951317e-006	4.240132e-006	2.432840e-010
8.260310094972716e-009	-1.773515e-005	1.732331e-005	-1.778286e-005	-5.072543e-007	1.727560e-005	3.008443e-008	2.385506e-008	4.951328e-006	4.240142e-006	2.432921e-010
8.260316935684708e-009	-1.773496e-005	1.732319e-005	-1.778267e-005	-5.071834e-007	1.727548e-005	3.008536e-008	2.385583e-008	4.951340e-006	4.240152e-006	2.433001e-010
8.260323884209732e-009	-1.773477e-005	1.732307e-005	-1.778247e-005	-5.071106e-007	1.727536e-005	3.008631e-008	2.385661e-008	4.951351e-006	4.240162e-006	2.433082e-010
8.260330735015921e-009	-1.773458e-005	1.732295e-005	-1.778229e-005	-5.070415e-007	1.727525e-005	3.008725e-008	2.385738e-008	4.951363e-006	4.240172e-006	2.433163e-010
8.260338124344469e-009	-1.773438e-005	1.732283e-005	-1.778208e-005	-5.069651e-007	1.727512e-005	3.008826e-008	2.385821e-008	4.951376e-006	4.240182e-006	2.433249e-010
8.260346717524995e-009	-1.773414e-005	1.732268e-005	-1.778185e-005	-5.068759e-007	1.727497e-005	3.008943e-008	2.385918e-008	4.951390e-006	4.240195e-006	2.433350e-010
8.260356592180252e-009	-1.773387e-005	1.732251e-005	-1.778158e-005	-5.067741e-007	1.727480e-005	3.009078e-008	2.386029e-008	4.951406e-006	4.240209e-006	2.433466e-010
8.260368223349293e-009	-1.773354e-005	1.732231e-005	-1.778126e-005	-5.066540e-007	1.727460e-005	3.009237e-008	2.386160e-008	4.951426e-006	4.240226e-006	2.433602e-010
8.260399091556555e-009	-1.773269e-005	1.732178e-005	-1.778041e-005	-5.063357e-007	1.727407e-005	3.009659e-008	2.386506e-008	4.951478e-006	4.240270e-006	2.433964e-010
8.263427285161576e-009	-1.764823e-005	1.727133e-005	-1.769781e-005	-4.760702e-007	1.722174e-005	3.050894e-008	2.420463e-008	4.956550e-006	4.244649e-006	2.469362e-010
8.266455478766597e-009	-1.756419e-005	1.722117e-005	-1.761566e-005	-4.459495e-007	1.716971e-005	3.091881e-008	2.454259e-008	4.961618e-006	4.249022e-006	2.504626e-010
8.269483672371618e-009	-1.748058e-005	1.717133e-005	-1.753394e-005	-4.159736e-007	1.711796e-005	3.132618e-008	2.487895e-008	4.966682e-006	4.253390e-006	2.539754e-010
8.272511865976639e-009	-1.739739e-005	1.712178e-005	-1.745266e-005	-3.861424e-007	1.706651e-005	3.173107e-008	2.521370e-008	4.971741e-006	4.257753e-006	2.574746e-010
8.275540059581660e-009	-1.731463e-005	1.707255e-005	-1.737181e-005	-3.564560e-007	1.701536e-005	3.213347e-008	2.554685e-008	4.976796e-006	4.262110e-006	2.609604e-010
8.278568253186682e-009	-1.723229e-005	1.702361e-005	-1.729141e-005	-3.269144e-007	1.696449e-005	3.253338e-008	2.587840e-008	4.981846e-006	4.266461e-006	2.644326e-010
8.281596446791703e-009	-1.715038e-005	1.697499e-005	-1.721144e-005	-2.975175e-007	1.691392e-005	3.293081e-008	2.620835e-008	4.986892e-006	4.270807e-006	2.678912e-010
8.302596446791692e-009	-1.659621e-005	1.664641e-005	-1.666997e-005	-9.733405e-008	1.657264e-005	3.560832e-008	2.844763e-008	5.021778e-006	4.300865e-006	2.914548e-010
8.323596446791681e-009	-1.606051e-005	1.632947e-005	-1.614639e-005	9.720865e-008	1.624359e-005	3.818837e-008	3.061888e-008	5.056477e-006	4.330756e-006	3.144713e-010
8.344596446791670e-009	-1.554329e-005	1.602417e-005	-1.564067e-005	2.861106e-007	1.592679e-005	4.067096e-008	3.272210e-008	5.090989e-006	4.360481e-006	3.369409e-010
8.365596446791659e-009	-1.504455e-005	1.573050e-005	-1.515284e-005	4.693717e-007	1.562221e-005	4.305609e-008	3.475728e-008	5.125315e-006	4.390039e-006	3.588636e-010
8.386596446791648e-009	-1.456429e-005	1.544848e-005	-1.468289e-005	6.469920e-007	1.532988e-005	4.534376e-008	3.672443e-008	5.159454e-006	4.419431e-006	3.802392e-010
8.407596446791637e-009	-1.410250e-005	1.517809e-005	-1.423081e-005	8.189715e-007	1.504978e-005	4.753397e-008	3.862355e-008	5.193406e-006	4.448657e-006	4.010679e-010
8.428596446791626e-009	-1.365919e-005	1.491935e-005	-1.379661e-005	9.853102e-007	1.478192e-005	4.962672e-008	4.045463e-008	5.227172e-006	4.477717e-006	4.213497e-010
8.429596446791626e-009	-1.363840e-005	1.490722e-005	-1.377625e-005	9.931191e-007	1.476937e-005	4.972490e-008	4.054057e-008	5.228775e-006	4.479097e-006	4.223065e-010
8.459882161077324e-009	-1.302986e-005	1.455315e-005	-1.317990e-005	1.223218e-006	1.440311e-005	5.258951e-008	4.306563e-008	5.277134e-006	4.520706e-006	4.506678e-010
8.490167875363024e-009	-1.244915e-005	1.421590e-005	-1.261056e-005	1.443934e-006	1.405449e-005	5.532212e-008	4.548620e-008	5.325125e-006	4.561990e-006	4.782486e-010
8.520453589648722e-009	-1.189626e-005	1.389548e-005	-1.206824e-005	1.655265e-006	1.372350e-005	5.792272e-008	4.780226e-008	5.372749e-006	4.602950e-006	5.050491e-010
8.550739303934420e-009	-1.137121e-005	1.359188e-005	-1.155294e-005	1.857213e-006	1.341015e-005	6.039132e-008	5.001384e-008	5.420006e-006	4.643585e-006	5.310691e-010
8.581025018220118e-009	-1.087398e-005	1.330510e-005	-1.106465e-005	2.049777e-006	1.311443e-005	6.272792e-008	5.212091e-008	5.466896e-006	4.683895e-006	5.563087e-010
8.611310732505817e-009	-1.040458e-005	1.303515e-005	-1.060338e-005	2.232956e-006	1.283634e-005	6.493251e-008	5.412349e-008	5.513419e-006	4.723880e-006	5.807680e-010
8.641596446791515e-009	-9.963010e-006	1.278201e-005	-1.016914e-005	2.406752e-006	1.257589e-005	6.700510e-008	5.602158e-008	5.559575e-006	4.763541e-006	6.044468e-010
8.654025018220080e-009	-9.787191e-006	1.268119e-005	-9.996190e-006	2.476002e-006	1.247219e-005	6.783347e-008	5.678013e-008	5.578416e-006	4.779729e-006	6.140238e-010
8.666453589648646e-009	-9.614945e-006	1.258245e-005	-9.826722e-006	2.543951e-006	1.237067e-005	6.864607e-008	5.752526e-008	5.597199e-006	4.795865e-006	6.235045e-010
8.678882161077210e-009	-9.446272e-006	1.248579e-005	-9.660732e-006	2.610599e-006	1.227133e-005	6.944288e-008	5.825698e-008	5.615922e-006	4.811949e-006	6.328888e-010
8.691310732505776e-009	-9.281172e-006	1.239121e-005	-9.498220e-006	2.675946e-006	1.217417e-005	7.022392e-008	5.897529e-008	5.634586e-006	4.827981e-006	6.421767e-010
8.703739303934340e-009	-9.119644e-006	1.229872e-005	-9.339186e-006	2.739992e-006	1.207918e-005	7.098918e-008	5.968017e-008	5.653191e-006	4.843961e-006	6.513684e-010
8.716167875362906e-009	-8.961689e-006	1.220831e-005	-9.183630e-006	2.802737e-006	1.198637e-005	7.173867e-008	6.037164e-008	5.671737e-006	4.859889e-006	6.604636e-010
8.728596446791470e-009	-8.807307e-006	1.211998e-005	-9.031552e-006	2.864181e-006	1.189573e-005	7.247237e-008	6.104970e-008	5.690224e-006	4.875765e-006	6.694626e-010
8.729596446791470e-009	-8.795014e-006	1.211294e-005	-9.019441e-006	2.869075e-006	1.188852e-005	7.253086e-008	6.110377e-008	5.691709e-006	4.877040e-006	6.701832e-010
8.754596446791457e-009	-8.495866e-006	1.194208e-005	-8.724630e-006	2.988689e-006	1.171332e-005	7.395704e-008	6.242500e-008	5.728707e-006	4.908809e-006	6.879801e-010
8.779596446791444e-009	-8.208126e-006	1.177754e-005	-8.440948e-006	3.103768e-006	1.154472e-005	7.533502e-008	6.370357e-008	5.765475e-006	4.940375e-006	7.054763e-010
8.804596446791431e-009	-7.931794e-006	1.161931e-005	-8.168395e-006	3.214311e-006	1.138271e-005	7.666480e-008	6.493947e-008	5.802012e-006	4.971739e-006	7.226720e-010
8.829596446791418e-009	-7.666870e-006	1.146739e-005	-7.906972e-006	3.320319e-006	1.122729e-005	7.794637e-008	6.613270e-008	5.838319e-006	5.002901e-006	7.395671e-010
8.854596446791405e-009	-7.413354e-006	1.132179e-005	-7.656677e-006	3.421791e-006	1.107847e-005	7.917974e-008	6.728326e-008	5.874396e-006	5.033860e-006	7.561617e-010
8.879596446791392e-009	-7.171246e-006	1.118251e-005	-7.417512e-006	3.518728e-006	1.093624e-005	8.036491e-008	6.839115e-008	5.910243e-006	5.064617e-006	7.724557e-010
8.904596446791379e-009	-6.940546e-006	1.104954e-005	-7.189476e-006	3.611130e-006	1.080061e-005	8.150187e-008	6.945638e-008	5.945859e-006	5.095172e-006	7.884491e-010
8.919167875362800e-009	-6.809578e-006	1.097000e-005	-7.059973e-006	3.659632e-006	1.071961e-005	8.214861e-008	7.006247e-008	5.966503e-006	5.112878e-006	7.976689e-010
8.933739303934220e-009	-6.681628e-006	1.089199e-005	-6.933422e-006	3.706778e-006	1.064020e-005	8.278304e-008	7.065733e-008	5.987071e-006	5.130518e-006	8.068104e-010
8.948310732505642e-009	-6.556698e-006	1.081552e-005	-6.809823e-006	3.752568e-006	1.056239e-005	8.340517e-008	7.124097e-008	6.007563e-006	5.148091e-006	8.158736e-010
8.962882161077062e-009	-6.434787e-006	1.074056e-005	-6.689175e-006	3.797002e-006	1.048618e-005	8.401499e-008	7.181338e-008	6.027980e-006	5.165598e-006	8.248585e-010
8.977453589648484e-009	-6.315895e-006	1.066714e-005	-6.571478e-006	3.840080e-006	1.041156e-005	8.461251e-008	7.237456e-008	6.048321e-006	5.183039e-006	8.337652e-010
8.992025018219904e-009	-6.200022e-006	1.059525e-005	-6.456733e-006	3.881803e-006	1.033854e-005	8.519773e-008	7.292452e-008	6.068587e-006	5.200414e-006	8.425936e-010
9.006596446791326e-009	-6.087168e-006	1.052488e-005	-6.344940e-006	3.922169e-006	1.026711e-005	8.577064e-008	7.346326e-008	6.088777e-006	5.217722e-006	8.513438e-010
9.029596446791314e-009	-5.913625e-006	1.041055e-005	-6.172959e-006	3.978260e-006	1.015122e-005	8.665383e-008	7.429406e-008	6.120476e-006	5.244891e-006	8.650193e-010
9.072310732505578e-009	-5.612438e-006	1.021078e-005	-5.874215e-006	4.074784e-006	9.948999e-006	8.821046e-008	7.576024e-008	6.178846e-006	5.294909e-006	8.898851e-010
