time	I(L21)	I(L22)	I(R2)	I(R10)	I(R30)
7.882837328125868e-009	-3.263666e-012	1.940186e-011	4.144151e-009	4.146287e-009	8.344689e-014
7.890123042411579e-009	-3.717123e-012	2.086004e-011	4.706353e-009	4.708799e-009	8.796388e-014
7.897408756697289e-009	-4.245163e-012	2.256153e-011	5.313202e-009	5.315981e-009	9.322340e-014
7.904694470982999e-009	-4.847786e-012	2.450632e-011	5.964699e-009	5.967834e-009	9.922545e-014
7.911980185268709e-009	-5.524993e-012	2.669440e-011	6.660843e-009	6.664359e-009	1.059700e-013
7.919265899554421e-009	-6.276783e-012	2.912579e-011	7.401635e-009	7.405554e-009	1.134571e-013
7.926551613840131e-009	-7.103157e-012	3.180049e-011	8.187074e-009	8.191421e-009	1.216868e-013
7.935265899554413e-009	-8.213249e-012	3.540049e-011	9.177139e-009	9.182023e-009	1.327586e-013
7.943980185268693e-009	-9.439422e-012	3.942593e-011	1.019740e-008	1.020283e-008	1.452156e-013
7.952694470982974e-009	-1.078168e-011	4.387681e-011	1.124784e-008	1.125384e-008	1.590577e-013
7.961408756697256e-009	-1.224002e-011	4.875311e-011	1.232848e-008	1.233506e-008	1.742850e-013
7.970123042411538e-009	-1.381444e-011	5.405485e-011	1.343931e-008	1.344648e-008	1.908974e-013
7.978837328125818e-009	-1.550494e-011	5.978202e-011	1.458033e-008	1.458811e-008	2.088950e-013
7.987551613840099e-009	-1.731153e-011	6.593462e-011	1.575155e-008	1.575994e-008	2.282778e-013
7.991123042411527e-009	-1.808067e-011	6.857972e-011	1.623112e-008	1.623977e-008	2.366545e-013
7.994694470982953e-009	-1.886607e-011	7.129321e-011	1.671210e-008	1.672100e-008	2.452688e-013
7.998265899554380e-009	-1.966773e-011	7.407512e-011	1.719449e-008	1.720364e-008	2.541208e-013
8.001837328125806e-009	-2.048565e-011	7.692542e-011	1.767829e-008	1.768769e-008	2.632104e-013
8.005408756697233e-009	-2.131983e-011	7.984412e-011	1.816349e-008	1.817315e-008	2.725377e-013
8.008980185268659e-009	-2.217026e-011	8.283123e-011	1.865010e-008	1.866002e-008	2.821026e-013
8.012551613840086e-009	-2.303696e-011	8.588674e-011	1.913812e-008	1.914829e-008	2.919051e-013
8.013551613840086e-009	-2.328205e-011	8.675369e-011	1.927472e-008	1.928496e-008	2.946922e-013
8.014551613840085e-009	-2.352830e-011	8.762580e-011	1.941137e-008	1.942169e-008	2.974978e-013
8.016551613840084e-009	-2.402422e-011	8.938542e-011	1.968478e-008	1.969523e-008	3.031607e-013
8.017980185268654e-009	-2.438130e-011	9.065495e-011	1.988017e-008	1.989073e-008	3.072520e-013
8.019408756697226e-009	-2.474058e-011	9.193469e-011	2.007553e-008	2.008619e-008	3.113802e-013
8.020837328125796e-009	-2.510206e-011	9.322465e-011	2.027085e-008	2.028161e-008	3.155454e-013
8.022265899554367e-009	-2.546574e-011	9.452483e-011	2.046613e-008	2.047699e-008	3.197476e-013
8.023694470982937e-009	-2.583162e-011	9.583523e-011	2.066138e-008	2.067234e-008	3.239867e-013
8.025123042411509e-009	-2.619971e-011	9.715584e-011	2.085658e-008	2.086764e-008	3.282628e-013
8.026551613840079e-009	-2.656999e-011	9.848666e-011	2.105175e-008	2.106291e-008	3.325758e-013
8.027551613840079e-009	-2.683024e-011	9.942337e-011	2.118828e-008	2.119951e-008	3.356131e-013
8.027961081515119e-009	-2.693707e-011	9.980820e-011	2.124417e-008	2.125543e-008	3.368615e-013
8.027996380564761e-009	-2.694629e-011	9.984143e-011	2.124898e-008	2.126025e-008	3.369695e-013
8.028031679614403e-009	-2.695551e-011	9.987467e-011	2.125380e-008	2.126507e-008	3.370775e-013
8.028066978664045e-009	-2.696474e-011	9.990792e-011	2.125862e-008	2.126989e-008	3.371853e-013
8.028102277713685e-009	-2.697397e-011	9.994118e-011	2.126344e-008	2.127471e-008	3.372931e-013
8.028137576763327e-009	-2.698320e-011	9.997445e-011	2.126825e-008	2.127953e-008	3.374008e-013
8.028172875812969e-009	-2.699243e-011	1.000077e-010	2.127307e-008	2.128435e-008	3.375084e-013
8.028208174862611e-009	-2.700166e-011	1.000410e-010	2.127789e-008	2.128917e-008	3.376159e-013
8.028214996189908e-009	-2.700344e-011	1.000474e-010	2.127882e-008	2.129010e-008	3.376368e-013
8.030978011399211e-009	-2.773066e-011	1.026735e-010	2.165564e-008	2.166711e-008	3.461681e-013
8.033741026608512e-009	-2.846479e-011	1.053348e-010	2.203189e-008	2.204356e-008	3.548317e-013
8.036504041817815e-009	-2.920583e-011	1.080316e-010	2.240759e-008	2.241945e-008	3.636278e-013
8.039267057027118e-009	-2.995378e-011	1.107637e-010	2.278272e-008	2.279478e-008	3.725564e-013
8.042030072236420e-009	-3.070865e-011	1.135311e-010	2.315730e-008	2.316954e-008	3.816173e-013
8.044793087445722e-009	-3.147042e-011	1.163339e-010	2.353131e-008	2.354375e-008	3.908106e-013
8.047556102655024e-009	-3.223911e-011	1.191721e-010	2.390476e-008	2.391739e-008	4.001364e-013
8.052698959797879e-009	-3.368845e-011	1.245502e-010	2.459834e-008	2.461132e-008	4.178520e-013
8.057841816940733e-009	-3.515468e-011	1.300352e-010	2.528927e-008	2.530260e-008	4.359951e-013
8.062984674083587e-009	-3.663780e-011	1.356272e-010	2.597755e-008	2.599123e-008	4.545655e-013
8.068127531226443e-009	-3.813781e-011	1.413261e-010	2.666320e-008	2.667722e-008	4.735633e-013
8.073270388369297e-009	-3.965471e-011	1.471320e-010	2.734620e-008	2.736056e-008	4.929886e-013
8.078413245512151e-009	-4.118851e-011	1.530449e-010	2.802655e-008	2.804126e-008	5.128413e-013
8.083556102655006e-009	-4.273919e-011	1.590647e-010	2.870426e-008	2.871931e-008	5.331213e-013
